Program,Optimization,Problem_Size,Runtime_sec
matmul,DaCe,100,0.01238161
matmul,DaCe,100,0.00000694
matmul,DaCe,100,0.00000473
matmul,DaCe,100,0.00000439
matmul,DaCe,100,0.00000400
matmul,DaCe,100,0.00000414
matmul,DaCe,100,0.00000408
matmul,DaCe,100,0.00000399
matmul,DaCe,100,0.00000418
matmul,DaCe,100,0.00000408
matmul,DaCe,100,0.00000397
matmul,DaCe,100,0.00000410
matmul,DaCe,100,0.00000411
matmul,DaCe,100,0.00000403
matmul,DaCe,100,0.00000423
matmul,DaCe,100,0.00000393
matmul,DaCe,100,0.00000397
matmul,DaCe,100,0.00000398
matmul,DaCe,100,0.00000398
matmul,DaCe,100,0.00000389
matmul,DaCe,100,0.00000392
matmul,DaCe,100,0.00000404
matmul,DaCe,100,0.00000405
matmul,DaCe,100,0.00000393
matmul,DaCe,100,0.00000413
matmul,DaCe,100,0.00000418
matmul,DaCe,100,0.00000397
matmul,DaCe,100,0.00000404
matmul,DaCe,100,0.00000404
matmul,DaCe,100,0.00000410
matmul,DaCe,100,0.00000396
matmul,DaCe,100,0.00000411
matmul,DaCe,100,0.00000630
matmul,DaCe,100,0.00000423
matmul,DaCe,100,0.00000410
matmul,DaCe,100,0.00000418
matmul,DaCe,100,0.00000410
matmul,DaCe,100,0.00000418
matmul,DaCe,100,0.00000407
matmul,DaCe,100,0.00000392
matmul,DaCe,100,0.00000411
matmul,DaCe,100,0.00000395
matmul,DaCe,100,0.00000394
matmul,DaCe,100,0.00000408
matmul,DaCe,100,0.00000401
matmul,DaCe,100,0.00000402
matmul,DaCe,100,0.00000403
matmul,DaCe,100,0.00000406
matmul,DaCe,100,0.00000400
matmul,DaCe,100,0.00000403
matmul,DaCe,100,0.00000400
matmul,DaCe,100,0.00000415
matmul,DaCe,100,0.00000415
matmul,DaCe,100,0.00000414
matmul,DaCe,100,0.00000395
matmul,DaCe,100,0.00000409
matmul,DaCe,100,0.00000400
matmul,DaCe,100,0.00000417
matmul,DaCe,100,0.00000397
matmul,DaCe,100,0.00000397
matmul,DaCe,100,0.00000420
matmul,DaCe,100,0.00000410
matmul,DaCe,100,0.00000405
matmul,DaCe,100,0.00000396
matmul,DaCe,100,0.00000402
matmul,DaCe,100,0.00000410
matmul,DaCe,100,0.00000414
matmul,DaCe,100,0.00000393
matmul,DaCe,100,0.00000397
matmul,DaCe,100,0.00000423
matmul,DaCe,100,0.00000400
matmul,DaCe,100,0.00000404
matmul,DaCe,100,0.00000404
matmul,DaCe,100,0.00000408
matmul,DaCe,100,0.00000404
matmul,DaCe,100,0.00000406
matmul,DaCe,100,0.00000401
matmul,DaCe,100,0.00000402
matmul,DaCe,100,0.00000400
matmul,DaCe,100,0.00000399
matmul,DaCe,100,0.00000398
matmul,DaCe,100,0.00000394
matmul,DaCe,100,0.00000386
matmul,DaCe,100,0.00000400
matmul,DaCe,100,0.00000407
matmul,DaCe,100,0.00000405
matmul,DaCe,100,0.00000396
matmul,DaCe,100,0.00000413
matmul,DaCe,100,0.00000418
matmul,DaCe,100,0.00000427
matmul,DaCe,100,0.00000403
matmul,DaCe,100,0.00000414
matmul,DaCe,100,0.00000419
matmul,DaCe,100,0.00000402
matmul,DaCe,100,0.00000398
matmul,DaCe,100,0.00000393
matmul,DaCe,100,0.00000419
matmul,DaCe,100,0.00000401
matmul,DaCe,100,0.00000390
matmul,DaCe,100,0.00000396
